Sample,ARG,Count
E105,aph(3'')-I,4
E105,OXA,172
E105,CMY-132,4
E105,chloramphenicol_and_florfenicol_resistance,13
E105,CMY-133,6
E105,OXA-10,6
E105,OXA-11,5
E105,bacA,650
E105,OXA-14,5
E105,chloramphenicol_exporter,140
E105,OXA-16,5
E105,OXA-17,4
E105,AER-1,1
E105,basS,39
E105,mycinamicin-resistance_protein_myrB,1
E105,kdpE,55
E105,lsaC,19
E105,lsaE,30
E105,ADP-ribosylating_transferase_arr,5
E105,OXA-454,5
E105,OXA-142,3
E105,OpmB,3
E105,OpmD,1
E105,tlrB_conferring_tylosin_resistance,5
E105,OpmH,5
E105,mefA,156
E105,erm(36),1
E105,mefC,3
E105,tet(L),6
E105,puromycin_resistance_protein,3
E105,abeM,7
E105,clbA,8
E105,clbB,13
E105,clbC,12
E105,abeS,11
E105,TEM-90,3
E105,macA,451
E105,qacB,1
E105,macB,7366
E105,rphA,11
E105,rphB,18
E105,transcriptional_regulatory_protein_CpxR_cpxR,536
E105,qacG,41
E105,blt,3
E105,qacH,10
E105,vgaA,205
E105,vgaB,48
E105,vgaD,49
E105,vgaE,40
E105,lnuB,6
E105,lnuC,1
E105,CMY-46,9
E105,lnuD,1
E105,EmrB-QacA_family_major_facilitator_transporter,81
E105,TEM-215,3
E105,lnuF,2
E105,lnuG,2
E105,TEM-217,3
E105,rpsD_(ramA_or_sud2),1
E105,AAC(3)-Ib/AAC(6')-Ib'',2
E105,bpeF,33
E105,penA,720
E105,arlS,28
E105,efpA,3
E105,fosB,4
E105,otr(B),1
E105,Listeria_monocytogenes_mprF,2
E105,ADC-12,3
E105,VatI,2
E105,ADC-13,3
E105,ADC-14,1
E105,ADC-15,1
E105,cmlA,10
E105,vanHB,18
E105,ErmB,2
E105,ADC-16,3
E105,ErmC,1
E105,vanTG,16
E105,ADC-17,3
E105,vanXI,1
E105,ADC-18,1
E105,ADC-19,3
E105,vanTrL,6
E105,TEM,20
E105,fosX,21
E105,cdeA,5
E105,catB,69
E105,ErmT,2
E105,PBP-1A,491
E105,PBP-1B,112
E105,tet32,56
E105,tet34,36
E105,tet36,30
E105,tet37,1
E105,tet39,1
E105,msrA,338
E105,SHV-97,5
E105,msrC,265
E105,msbA,58
E105,msrE,27
E105,Erm(30),1
E105,ampC,3
E105,CTX-M-110,2
E105,CTX-M-38,2
E105,evgS,72
E105,CTX-M-113,2
E105,adeA,2
E105,adeB,144
E105,adeC,36
E105,adeF,2
E105,aadA,28
E105,adeG,1
E105,adeH,3
E105,adeI,5
E105,adeJ,23
E105,aadE,1
E105,adeK,10
E105,adeL,31
E105,aac(3)-I,23
E105,TriA,9
E105,adeN,1
E105,TriC,19
E105,aadK,24
E105,adeR,58
E105,adeS,25
E105,TolC,442
E105,vanXYL,1
E105,tetA(46),35
E105,catB10,3
E105,CMY-108,6
E105,ceoB,28
E105,RlmA(II),2
E105,rosA,70
E105,rosB,406
E105,aph(3')-IIb,4
E105,Staphylococcys,8
E105,opmD,2
E105,Staphylococcus,4
E105,ADC-2,2
E105,opmE,2
E105,ADC-3,2
E105,ADC-5,2
E105,ADC-6,1
E105,ADC-7,2
E105,ompF,22
E105,ADC-8,1
E105,ompR,1009
E105,salA,51
E105,APH(6)-Id,1
E105,TEM-183,3
E105,CMX,12
E105,Acinetobacter_baumannii_ampC_beta-lactamase,2
E105,KLUY-2,1
E105,TEM-106,3
E105,TEM-148,3
E105,OprA,16
E105,aadA25,1
E105,Brucella_suis_mprF,4
E105,bcr-1,12
E105,mef(B),3
E105,sdeY,2
E105,patA,58
E105,catB3,4
E105,patB,12
E105,mecA,111
E105,mecB,7
E105,mecC,4
E105,mecD,5
E105,aac(3)-Ib-aac(6')-Ib,1
E105,OprZ,9
E105,poxtA,77
E105,SHV-103,5
E105,chloramphenicol_and_florfenicol_exporter,3
E105,SHV-104,5
E105,ANT(3'')-Ii-AAC(6')-IId,4
E105,bmr,3
E105,TaeA,81
E105,MexJ,7
E105,MexK,22
E105,MexL,3
E105,CTX-M-5,1
E105,MexS,5
E105,vatA,1
E105,vatB,21
E105,vatC,2
E105,MexV,1
E105,vatD,1
E105,vatE,8
E105,vatF,2
E105,vatG,2
E105,MexZ,1
E105,CMY-12,3
E105,CMY-53,4
E105,ermA,5
E105,CMY-13,6
E105,ermB,10
E105,CMY-55,3
E105,ereA,10
E105,ermC,10
E105,CMY-15,3
E105,CMY-56,3
E105,ereB,2
E105,CMY-57,3
E105,ermE,2
E105,CMY-99,3
E105,ermF,14
E105,ermG,1
E105,Mrx,1
E105,truncated_putative_response_regulator_ArlR,506
E105,OXA-233,4
E105,bacterial_regulatory_protein_LuxR,23
E105,efmA,1
E105,ermT,3
E105,CMY-2,3
E105,CMY-5,6
E105,CMY-7,3
E105,vanYA,1
E105,ADC-20,2
E105,ADC-21,3
E105,ADC-22,3
E105,ADC-23,2
E105,ADC-25,2
E105,cmeA,1
E105,cmeB,331
E105,Staphylococcus_mupA_conferring_resistance_to_mupirocin,35
E105,floR,131
E105,srmB,64
E105,cystathionine_beta-lyase_patB,121
E105,major_facilitator_superfamily_transporter,82
E105,tet41,1
E105,golS,24
E105,tet44,17
E105,MCR-1,23
E105,MCR-2,12
E105,MCR-3,12
E105,MCR-4,11
E105,MCR-5,12
E105,tolC,7
E105,OXA-663,6
E105,CTX-M-84,2
E105,LlmA_23S_ribosomal_RNA_methyltransferase,1
E105,class_A,19
E105,PBP-2X,146
E105,emeA,3
E105,tlcC,77
E105,class_C,68
E105,CTX-M-48,2
E105,CTX-M-122,2
E105,APH(3')-Ia,1
E105,CTX-M-125,2
E105,linG,2
E105,mdfA,90
E105,CMY-118,15
E105,CMY-119,3
E105,cmlA1,14
E105,oprA,6
E105,OXA-74,4
E105,oprC,13
E105,ANT(6)-Ia,1
E105,cmlA4,13
E105,cmlA5,14
E105,cmlA6,14
E105,oprJ,111
E105,smeB,19
E105,LEN,10
E105,smeC,14
E105,smeD,15
E105,oprM,207
E105,smeE,19
E105,oprN,167
E105,smeF,83
E105,two-component_system_response_regulator_EvgA,4
E105,baeR,64
E105,dfrA12,88
E105,baeS,55
E105,dfrA13,6
E105,dfrA14,8
E105,CRP,4
E105,smeR,63
E105,smeS,54
E105,TEM-110,3
E105,Erm(47),1
E105,TEM-196,3
E105,TEM-156,1
E105,QepA1,4
E105,QepA2,4
E105,mexA,156
E105,mexB,157
E105,mexC,32
E105,mepA,128
E105,mexD,303
E105,mexE,310
E105,mexF,385
E105,erm(34),1
E105,mexH,50
E105,mexI,12
E105,AxyY,4
E105,abcA,1
E105,mexM,1
E105,mexN,10
E105,tetB(60),34
E105,mexP,2
E105,mexQ,3
E105,dfrA1,9
E105,dfrA3,14
E105,mexT,88
E105,dfrA5,2
E105,mexW,106
E105,VEB-1b,2
E105,mexX,111
E105,dfrA8,9
E105,mexY,8
E105,AcrE,3
E105,AcrF,11
E105,PmrF,16
E105,cfrC,13
E105,oqxA,3
E105,oqxB,6
E105,AcrS,3
E105,tunicamycin_resistance_protein,1
E105,ICR-Mc,13
E105,OKP-B,10
E105,Moraxella_catarrhalis_M35,3
E105,dfrC,8
E105,dfrD,7
E105,dfrE,8
E105,dfrF,3
E105,dfrG,8
E105,CMY-61,1
E105,CMY-20,12
E105,CMY-21,6
E105,CMY-63,10
E105,arnA,405
E105,CMY-64,4
E105,dfrK,10
E105,CMY-28,12
E105,CMY-29,9
E105,OXA-240,6
E105,OXA-246,6
E105,tetA,95
E105,tetB,42
E105,tetC,4
E105,efrA,55
E105,efrB,31
E105,tetG,5
E105,fusC,2
E105,lsa,563
E105,tetL,14
E105,tetM,292
E105,tetO,178
E105,tetP,157
E105,tetQ,139
E105,MuxA,1
E105,tetR,206
E105,MuxB,10
E105,tetS,33
E105,MuxC,19
E105,tetT,92
E105,tetW,535
E105,ADC-75,2
E105,Bacillus_subtilis_mprF,3
E105,cmrA,14
E105,ADC-76,1
E105,ADC-77,2
E105,bicyclomycin-multidrug_efflux_protein_bcr,355
E105,ADC-78,1
E105,ADC-79,2
E105,ADC-39,2
E105,qepA,16
E105,vanRI,79
E105,Serratia_marcescens_Omp1,1
E105,Klebsiella_pneumoniae_OmpK36,1
E105,Klebsiella_pneumoniae_OmpK37,1
E105,Streptococcus_agalactiae_mprF,2
E105,CFE-1,1
E105,carA,91
E105,carO,2
E105,myrA,4
E105,hmrM,4
E105,lrfA,5
E105,SHV-76,5
E105,Bacillus_Cluster_B_intrinsic_mph,1
E105,APH(3')-IIa,1
E105,cAMP-regulatory_protein,72
E105,mecR1,22
E105,NPS-1,1
E105,emrA,255
E105,amrB,40
E105,emrB,346
E105,CTX-M-14,2
E105,emrD,98
E105,CTX-M-130,2
E105,emrE,165
E105,CTX-M-17,2
E105,OXA-368,4
E105,emrK,91
E105,tcmA,21
E105,mdsA,2
E105,mdsB,6
E105,mdsC,11
E105,VEB-1,3
E105,VEB-2,2
E105,VEB-3,2
E105,VEB-4,2
E105,VEB-5,2
E105,emrY,4
E105,VEB-6,2
E105,VEB-7,2
E105,VEB-8,2
E105,VEB-9,1
E105,mel,38
E105,hp1181,7
E105,aad(6),1
E105,Pseudomonas_aeruginosa_emrE,11
E105,chrB,4
E105,tetA(48),99
E105,LRA,4
E105,farA,4
E105,farB,5
E105,OCH,2
E105,MdtK,3
E105,dfrA20,9
E105,opcM,71
E105,dfrA21,9
E105,dfrA22,11
E105,MCR-1.2,23
E105,MCR-1.3,12
E105,MCR-1.4,12
E105,dfrA24,2
E105,YojI,23
E105,MCR-1.5,12
E105,dfrA25,2
E105,MCR-1.6,12
E105,MCR-1.7,12
E105,MCR-1.8,12
E105,dfrA29,1
E105,MCR-1.9,12
E105,mtrA,116
E105,blaR1,4
E105,mtrC,2
E105,mtrD,8
E105,mtrE,161
E105,tmrB,1
E105,lmrB,19
E105,Erm(44),1
E105,lmrC,85
E105,lmrD,67
E105,NmcR,18
E105,LCR-1,2
E105,mtrR,63
E105,lmrP,5
E105,CTX-M,15
E105,erm(39),1
E105,erm(35),1
E105,blaI,4
E105,bcrA,3844
E105,bcrC,2
E105,tet(K),2
E105,multidrug_ABC_transporter,4337
E105,BUT-1,1
E105,PvrR,35
E105,cipA,1
E105,otrA,30
E105,otrC,16
E105,arr-4,1
E105,arr-5,1
E105,Clostridium_perfringens_mprF,1
E105,arr-7,1
E105,arr-8,1
E105,PER,8
E105,Bacillus_Cluster_A_intrinsic_mph,1
E105,marR,230
E105,CARB,3
E105,aph(6)-I,34
E105,aph(3')-I,17
E105,vanA,132
E105,vanB,94
E105,vanC,108
E105,vanD,344
E105,vanE,19
E105,vanG,67
E105,vanH,391
E105,vanI,16
E105,CMY-34,4
E105,SPG-1,1
E105,aph(3')-V,3
E105,vanL,4
E105,CMY-77,6
E105,vanM,1
E105,vanN,9
E105,CMY-38,3
E105,optrA,69
E105,OXA-251,6
E105,vanR,2678
E105,vanS,847
E105,vanT,50
E105,vanU,2
E105,OXA-256,6
E105,ugd,20
E105,vanX,15
E105,vanY,35
E105,acrA,266
E105,acrB,791
E105,tet(W/N/W),9
E105,acrD,8
E105,acrF,7
E105,norA,57
E105,norB,20
E105,cpxA,37
E105,ADC-80,1
E105,tetB(46),34
E105,sul1,41
E105,ADC-41,3
E105,sul2,273
E105,ADC-42,1
E105,sul3,22
E105,ADC-43,3
E105,sul4,18
E105,ykkC,16
E105,ADC-44,3
E105,ykkD,19
E105,MCR-1.10,12
E105,MCR-1.11,12
E105,MCR-1.12,12
E105,MCR-1.13,12
E105,kasugamycin_resistance_protein_ksgA,377
E105,rpoB2,49
E105,tetA(60),27
E105,cob(I)alamin_adenolsyltransferase,100
E105,cat_chloramphenicol_acetyltransferase,24
E105,rifampin_monooxygenase,54
E105,TLA-2,1
E105,oleB,78
E105,oleC,66
E105,antibiotic_resistance_rRNA_adenine_methyltransferase,6
E105,SHV-41,5
E105,eptA,12
E105,tcr3,1
E105,mphA,23
E105,mphB,1
E105,mphC,6
E105,mphD,3
E105,CTX-M-24,2
E105,mphE,1
E105,CTX-M-67,2
E105,mphG,3
E105,Burkholderia_pseudomallei_Omp38,10
E105,mphI,2
E105,LpeB,4
E105,mdtA,186
E105,mdtB,521
E105,mdtC,426
E105,mdtD,189
E105,mdtE,59
E105,mdtF,94
E105,Escherichia_coli_LamB,1
E105,mdtG,75
E105,mdtH,60
E105,Salmonella,13
E105,mdtK,405
E105,mdtM,26
E105,mdtN,150
E105,mdtO,25
E105,mdtP,56
E108,class_B,3
E108,Acinetobacter_baumannii_ampC_beta-lactamase,1
E108,tetB(60),2
E108,class_C,26
E108,dfrB6,4
E108,bcr-1,4
E108,dfrA29,3
E108,tlcC,22
E108,SHV-62,5
E108,vanTrL,3
E108,ccrA,1
E108,mdtA,48
E108,emrA,71
E108,OXA-74,1
E108,qacG,16
E108,mdtB,183
E108,emrB,79
E108,qacH,4
E108,mdtC,145
E108,OXA-368,1
E108,mdtD,33
E108,emrD,20
E108,SHV-159,5
E108,emrE,60
E108,mdtE,3
E108,patA,13
E108,cpxA,11
E108,cmlA,16
E108,patB,2
E108,EmrB-QacA_family_major_facilitator_transporter,1
E108,cmlA1,3
E108,mdtG,2
E108,hp1181,2
E108,poxtA,19
E108,baeR,13
E108,cmlA4,3
E108,tet41,2
E108,baeS,25
E108,cmlA5,3
E108,mdtK,44
E108,NmcR,3
E108,emrK,3
E108,SHV-89,5
E108,cmlA6,3
E108,mel,14
E108,Pseudomonas_aeruginosa_emrE,4
E108,tet44,5
E108,BUT-1,1
E108,bcrA,874
E108,kasugamycin_resistance_protein_ksgA,125
E108,PBP-1A,116
E108,blaB,1
E108,cat_chloramphenicol_acetyltransferase,1
E108,vanA,6
E108,PBP-1B,29
E108,tet(L),2
E108,vanB,41
E108,vanC,13
E108,bpeF,13
E108,vanD,53
E108,aac(6')-I,10
E108,vanHB,7
E108,lsa,45
E108,lmrB,1
E108,lmrC,6
E108,OXA-233,1
E108,lmrD,6
E108,vanH,103
E108,vanI,2
E108,HERA-1,1
E108,abcA,1
E108,golS,3
E108,OXA-251,2
E108,ADC-12,1
E108,Chryseobacterium_meningosepticum_BlaB,1
E108,ADC-13,1
E108,floR,37
E108,ADC-14,1
E108,tcmA,8
E108,ADC-15,1
E108,ADC-16,1
E108,pgpB,1
E108,farA,1
E108,mecA,37
E108,kdpE,6
E108,msrA,70
E108,OXA-256,2
E108,mecB,2
E108,ADC-17,1
E108,Burkholderia_pseudomallei_Omp38,5
E108,vanR,673
E108,mecC,2
E108,cipA,1
E108,ADC-18,1
E108,msrC,75
E108,otrA,9
E108,AcrE,1
E108,vanS,253
E108,mecD,2
E108,ADC-19,1
E108,OXA,50
E108,vanT,6
E108,rifampin_monooxygenase,31
E108,otrC,1
E108,dfrA2d,4
E108,msrE,7
E108,vatB,2
E108,KHM-1,1
E108,vatC,1
E108,vanY,5
E108,mecI,1
E108,evgS,50
E108,vatF,1
E108,acrA,22
E108,smeB,1
E108,vatG,1
E108,acrB,19
E108,cob(I)alamin_adenolsyltransferase,75
E108,PEDO-3,1
E108,smeC,5
E108,cmeB,114
E108,mexD,144
E108,smeE,3
E108,dfrA12,44
E108,ADC-56,1
E108,mexE,67
E108,dfrA13,3
E108,dfrA1,8
E108,mexF,147
E108,smeF,10
E108,tolC,2
E108,dfrA14,19
E108,tetA,49
E108,RTG-4,2
E108,salA,13
E108,dfrA15,2
E108,SHV-121,5
E108,oprA,3
E108,tetB,4
E108,mexH,24
E108,dfrA3,8
E108,RTG-5,1
E108,VatI,1
E108,abeS,4
E108,tetC,2
E108,rosB,74
E108,mexI,9
E108,dfrA17,8
E108,dfrA5,8
E108,oprC,1
E108,truncated_putative_response_regulator_ArlR,111
E108,TolC,98
E108,dfrA7,3
E108,ADC-76,1
E108,major_facilitator_superfamily_transporter,6
E108,OprA,5
E108,dfrA8,3
E108,ADC-77,1
E108,mexM,1
E108,mexN,4
E108,MexK,6
E108,MexL,1
E108,ADC-2,1
E108,mexQ,2
E108,oprJ,27
E108,basS,16
E108,efrA,9
E108,efrB,2
E108,smeR,15
E108,tetM,96
E108,mtrA,42
E108,smeS,26
E108,Staphylococcus_mupA_conferring_resistance_to_mupirocin,9
E108,ADC-6,1
E108,TriB,1
E108,mdsB,3
E108,oprM,40
E108,mexT,26
E108,ADC-7,1
E108,mdsC,1
E108,oprN,57
E108,tetO,27
E108,TriC,4
E108,vanRI,19
E108,tetA(46),8
E108,tetP,54
E108,macA,33
E108,mtrD,2
E108,mtrE,23
E108,tetQ,27
E108,mexW,44
E108,macB,3134
E108,tetR,25
E108,mexX,17
E108,mexY,6
E108,tetS,10
E108,MexV,2
E108,vanTG,2
E108,arnA,175
E108,lsaC,4
E108,tetT,26
E108,aadE,1
E108,amrB,12
E108,clbA,1
E108,lsaE,3
E108,marR,26
E108,clbB,1
E108,tet32,17
E108,tetW,118
E108,tetA(48),33
E108,clbC,1
E108,carA,26
E108,multidrug_ABC_transporter,1027
E108,opcM,1
E108,dfrC,3
E108,dfrD,5
E108,tet36,7
E108,dfrE,2
E108,vgaA,61
E108,dfrF,5
E108,vgaB,15
E108,bacterial_regulatory_protein_LuxR,4
E108,tet39,1
E108,dfrG,5
E108,mdfA,25
E108,catA,5
E108,OprZ,3
E108,vgaD,15
E108,TaeA,23
E108,arlS,6
E108,two-component_system_response_regulator_EvgA,3
E108,catB,10
E108,vgaE,17
E108,transcriptional_regulatory_protein_CpxR_cpxR,147
E108,catD,2
E108,dfrK,4
E108,ErmT,1
E108,OXA-663,2
E108,chloramphenicol_and_florfenicol_resistance,1
E108,AER-1,1
E108,metallo-beta-lactamase,10
E108,tetB(46),1
E108,antibiotic_resistance_rRNA_adenine_methyltransferase,1
E108,oleB,22
E108,hmrM,1
E108,CARB,13
E108,sul1,25
E108,srmB,21
E108,oleC,41
E108,sul2,68
E108,cfrC,1
E108,sul3,4
E108,dfrA15b,2
E108,OXA-240,2
E108,OXA-454,2
E108,sul4,3
E108,adeA,3
E108,PmrF,7
E108,catII,1
E108,adeB,16
E108,IND,1
E108,GIM-1,1
E108,GIM-2,1
E108,adeC,4
E108,OXA-246,2
E108,adeF,1
E108,ADC-20,1
E108,ADC-21,1
E108,AxyY,4
E108,penA,297
E108,Salmonella,3
E108,ADC-23,1
E108,YojI,2
E108,ADC-25,1
E108,tcr3,1
E108,oqxA,1
E108,tet(W/N/W),2
E108,PvrR,8
E108,tetA(60),7
E108,oqxB,1
E108,opmE,2
E108,adeL,6
E108,ADC-41,1
E108,rpoB2,11
E108,ADC-42,1
E108,rphA,2
E108,ompR,314
E108,OXA-10,2
E108,ADC-43,1
E108,msbA,16
E108,rphB,4
E108,OXA-11,1
E108,ADC-44,1
E108,PSE-1,4
E108,adeR,16
E108,bicyclomycin-multidrug_efflux_protein_bcr,60
E108,OpmH,2
E108,adeS,7
E108,OXA-14,1
E108,LlmA_23S_ribosomal_RNA_methyltransferase,1
E108,ugd,1
E108,OXA-16,1
E108,OXA-17,1
E108,ceoB,13
E108,optrA,17
E108,LpeA,1
E108,dfrA20,3
E108,bacA,125
E108,LpeB,2
E108,dfrA21,4
E108,cystathionine_beta-lyase_patB,25
E108,SHV-25,5
E108,dfrA22,4
E108,MuxA,1
E108,dfrB1,10
E108,ADC-80,1
E108,chloramphenicol_exporter,3
E108,MuxC,2
E108,dfrA24,2
E108,dfrB2,8
E108,catB10,1
E108,dfrA25,4
E108,ADC-82,1
E108,class_A,3
E108,dfrB3,4
E111,aph(3'')-I,4
E111,OXA,100
E111,chloramphenicol_and_florfenicol_resistance,16
E111,CMY-133,3
E111,OXA-10,6
E111,OXA-11,4
E111,bacA,706
E111,OXA-14,5
E111,chloramphenicol_exporter,95
E111,OXA-16,5
E111,OXA-17,3
E111,basS,42
E111,mycinamicin-resistance_protein_myrB,2
E111,kdpE,59
E111,lsaA,1
E111,lsaC,18
E111,TEM-171,3
E111,lsaE,35
E111,ADP-ribosylating_transferase_arr,5
E111,OXA-454,6
E111,OXA-140,2
E111,OXA-142,2
E111,aadA13,1
E111,OpmB,4
E111,OpmD,4
E111,tlrB_conferring_tylosin_resistance,3
E111,OpmH,3
E111,mefA,152
E111,erm(36),2
E111,mefC,1
E111,mefE,1
E111,tet(L),2
E111,puromycin_resistance_protein,2
E111,abeM,4
E111,catII,1
E111,clbA,11
E111,clbB,15
E111,clbC,20
E111,abeS,7
E111,TEM-90,3
E111,qacA,2
E111,macA,323
E111,qacB,7
E111,macB,8965
E111,rphA,8
E111,rphB,14
E111,TEM-17,1
E111,transcriptional_regulatory_protein_CpxR_cpxR,532
E111,qacG,24
E111,qacH,7
E111,Vibrio_cholerae_varG,1
E111,vgaA,253
E111,vgaB,66
E111,vgaC,1
E111,vgaD,60
E111,vgaE,64
E111,CMY-40,3
E111,CMY-42,3
E111,lnuA,9
E111,lnuB,9
E111,lnuC,2
E111,CMY-46,3
E111,lnuD,4
E111,lnuE,1
E111,EmrB-QacA_family_major_facilitator_transporter,104
E111,TEM-215,3
E111,lnuF,2
E111,lnuG,3
E111,TEM-217,6
E111,OXA-224,2
E111,bpeF,40
E111,penA,881
E111,arlS,46
E111,efpA,3
E111,plasmid-encoded,1
E111,otr(B),1
E111,Listeria_monocytogenes_mprF,1
E111,VatI,2
E111,vanHB,25
E111,ErmB,14
E111,ErmC,3
E111,vanTG,26
E111,vanTrL,14
E111,TEM,48
E111,cdeA,24
E111,BIL-1,3
E111,catA,22
E111,catB,25
E111,ErmT,4
E111,catI,1
E111,dfrA15b,3
E111,catQ,1
E111,PBP-1A,397
E111,PBP-1B,103
E111,tet32,63
E111,tet34,36
E111,tet35,8
E111,tet36,37
E111,tet37,5
E111,tet39,2
E111,msrA,443
E111,msrC,317
E111,msbA,83
E111,msrE,45
E111,Erm(30),1
E111,ampC,6
E111,Escherichia_coli_mdfA,1
E111,CTX-M-110,4
E111,CTX-M-38,4
E111,CTX-M-112,2
E111,evgS,110
E111,CTX-M-113,2
E111,RTG-4,1
E111,adeA,6
E111,adeB,94
E111,adeC,47
E111,aadA,91
E111,adeF,5
E111,adeG,1
E111,adeH,6
E111,adeI,5
E111,aadE,8
E111,adeJ,12
E111,adeK,15
E111,adeL,26
E111,TriA,2
E111,adeN,1
E111,TriC,15
E111,aadK,42
E111,adeR,66
E111,adeS,39
E111,TolC,305
E111,vanXYL,2
E111,CMY-102,3
E111,tetA(46),44
E111,catB10,1
E111,CMY-108,6
E111,ceoB,32
E111,RlmA(II),4
E111,rosA,50
E111,rosB,362
E111,aph(3')-IIb,4
E111,Staphylococcys,9
E111,opmD,7
E111,Staphylococcus,2
E111,opmE,2
E111,ompF,144
E111,sdiA,26
E111,ompR,1187
E111,salA,61
E111,APH(6)-Id,1
E111,TEM-183,3
E111,CMX,25
E111,Erm(42),2
E111,TEM-105,3
E111,KLUY-2,2
E111,TEM-106,3
E111,KLUY-3,1
E111,TEM-148,3
E111,KLUY-4,1
E111,OprA,19
E111,aadA25,3
E111,Brucella_suis_mprF,2
E111,bcr-1,8
E111,mef(B),5
E111,sdeY,1
E111,Vibrio_cholerae_OmpU,1
E111,vanYG1,1
E111,DNA-binding_transcriptional_regulator_gadX,32
E111,gadW,3
E111,gadX,4
E111,patA,57
E111,catB3,2
E111,patB,18
E111,mecA,259
E111,mecB,7
E111,mecC,10
E111,mecD,6
E111,mecI,19
E111,OprZ,10
E111,poxtA,94
E111,ANT(3'')-Ii-AAC(6')-IId,16
E111,bmr,1
E111,catIII,2
E111,TaeA,101
E111,MexJ,5
E111,MexK,18
E111,MexL,1
E111,CTX-M-5,1
E111,vatA,1
E111,MexS,3
E111,vatB,23
E111,vatC,1
E111,vatD,1
E111,MexV,2
E111,vatE,4
E111,vatF,1
E111,vatG,2
E111,MexZ,1
E111,CMY-12,3
E111,CMY-53,3
E111,ermA,20
E111,CMY-13,1
E111,ermB,44
E111,ereA,10
E111,ermC,15
E111,ereB,2
E111,ermE,4
E111,ermF,21
E111,ermG,5
E111,truncated_putative_response_regulator_ArlR,531
E111,OXA-233,2
E111,SRT-1,1
E111,SRT-2,2
E111,bacterial_regulatory_protein_LuxR,23
E111,efmA,2
E111,ermT,9
E111,ant(9)-I,1
E111,vanYA,2
E111,cmeA,1
E111,cmeB,307
E111,Staphylococcus_mupA_conferring_resistance_to_mupirocin,62
E111,floR,67
E111,srmB,81
E111,cystathionine_beta-lyase_patB,192
E111,major_facilitator_superfamily_transporter,71
E111,tet40,3
E111,tet41,2
E111,golS,10
E111,tet44,23
E111,MCR-1,20
E111,MCR-2,10
E111,MCR-3,10
E111,MCR-4,7
E111,MCR-5,9
E111,tolC,4
E111,OXA-663,6
E111,OXA-392,2
E111,CTX-M-84,2
E111,class_A,43
E111,LlmA_23S_ribosomal_RNA_methyltransferase,8
E111,PBP-2X,134
E111,tlcC,74
E111,class_C,49
E111,CTX-M-47,1
E111,CTX-M-48,2
E111,CTX-M-121,2
E111,CTX-M-122,2
E111,APH(3')-Ia,1
E111,CTX-M-125,4
E111,linG,2
E111,mdfA,76
E111,aad(9),1
E111,tet(59),1
E111,CMY-118,9
E111,OXA-31,2
E111,cmlA1,13
E111,oprA,15
E111,OXA-33,2
E111,OXA-74,2
E111,oprC,12
E111,ANT(6)-Ia,2
E111,cmlA4,13
E111,cmlA5,13
E111,cmlA6,13
E111,smeB,10
E111,oprJ,149
E111,smeC,18
E111,smeD,9
E111,oprM,271
E111,smeE,18
E111,oprN,134
E111,smeF,94
E111,two-component_system_response_regulator_EvgA,5
E111,baeR,91
E111,dfrA12,99
E111,baeS,96
E111,dfrA13,7
E111,dfrA14,17
E111,dfrA15,3
E111,CRP,4
E111,dfrA17,11
E111,smeR,64
E111,smeS,74
E111,TEM-150,3
E111,TEM-110,3
E111,Erm(47),2
E111,TEM-156,1
E111,ant(3'')-Ih-aac(6')-IId,3
E111,TEM-159,3
E111,QepA1,2
E111,CfxA2,42
E111,QepA2,2
E111,CfxA3,3
E111,mexA,66
E111,mexB,102
E111,CfxA6,4
E111,mexC,21
E111,mepA,495
E111,mexD,291
E111,mexE,307
E111,mexF,630
E111,thiostrepton_resistance_methylase_tsnR,1
E111,erm(34),2
E111,mexG,1
E111,mexI,21
E111,abcA,1
E111,AxyY,5
E111,mexM,2
E111,mexN,13
E111,tetB(60),61
E111,mexP,1
E111,mexQ,5
E111,dfrA1,15
E111,dfrA3,14
E111,mexT,115
E111,dfrA5,9
E111,mexW,142
E111,dfrA7,3
E111,VEB-1b,4
E111,mexX,113
E111,dfrA8,8
E111,mexY,16
E111,AcrE,2
E111,AcrF,5
E111,PmrF,20
E111,cfrC,16
E111,TEM-33,3
E111,oqxA,7
E111,TEM-34,3
E111,oqxB,7
E111,AcrS,4
E111,ICR-Mc,9
E111,MOX,6
E111,ramA,2
E111,dfrC,12
E111,dfrD,10
E111,dfrE,9
E111,dfrF,4
E111,dfrG,9
E111,CMY-20,3
E111,CMY-21,6
E111,CMY-63,3
E111,arnA,661
E111,Escherichia_coli_mipA,2
E111,CMY-23,3
E111,CMY-64,3
E111,dfrK,10
E111,CMY-28,2
E111,RbpA,1
E111,CMY-29,6
E111,OXA-240,5
E111,OXA-246,5
E111,tetA,90
E111,tetB,82
E111,tetC,4
E111,efrA,78
E111,tetD,11
E111,tetE,6
E111,efrB,57
E111,tetG,3
E111,tetH,5
E111,lsa,735
E111,tetJ,1
E111,tetL,20
E111,tetM,512
E111,tetO,266
E111,tetP,256
E111,tetQ,203
E111,MuxA,1
E111,tetR,154
E111,MuxB,6
E111,tetS,59
E111,MuxC,18
E111,tetT,125
E111,vanVB,1
E111,tetV,7
E111,tetW,808
E111,tetX,25
E111,Bacillus_subtilis_mprF,1
E111,cmrA,10
E111,bicyclomycin-multidrug_efflux_protein_bcr,298
E111,tet(40),1
E111,qepA,10
