Sample,ARG,Count
E350,adeN,5
E350,TriC,27
E350,aadK,24
E350,adeR,55
E350,adeS,30
E350,TolC,568
E350,vanXYL,3
E350,tetA(46),28
E350,catB10,8
E350,CMY-108,6
E350,ceoB,29
E350,RlmA(II),8
E350,rosA,70
E350,rosB,551
E350,aph(3')-IIb,4
E350,Staphylococcys,5
E350,opmD,4
E350,Staphylococcus,3
E350,opmE,5
E350,ADC-2,3
E350,ADC-3,3
E350,APH(3')-VIa,1
E350,ADC-5,3
E350,ADC-6,1
E350,ADC-7,3
E350,ompR,1282
E350,salA,60
E350,GES-2,1
E350,APH(6)-Id,1
E350,TEM-183,3
E350,CMX,4
E350,GES-4,1
E350,TEM-102,3
E350,Acinetobacter_baumannii_ampC_beta-lactamase,3
E350,GES-5,1
E350,GES-6,1
E350,KLUY-2,1
E350,TEM-106,6
E350,GES-9,1
E350,TEM-148,3
E350,OprA,16
E350,Brucella_suis_mprF,3
E350,bcr-1,10
E350,mef(B),3
E350,sdeY,1
E350,patA,78
E350,catB3,12
E350,patB,6
E350,mecA,135
E350,mecB,11
E350,mecC,4
E350,mecD,6
E350,aac(3)-Ib-aac(6')-Ib,1
E350,MSI-1,1
E350,OprZ,6
E350,poxtA,106
E350,SHV-103,5
E350,metallo-beta-lactamase,6
E350,SHV-104,5
E350,TEM-20,3
E350,TEM-21,3
E350,ANT(3'')-Ii-AAC(6')-IId,4
E350,TaeA,99
E350,MexJ,11
E350,MexK,27
E350,MexL,6
E350,CTX-M-5,1
E350,MexS,5
E350,vatA,2
E350,vatB,21
E350,vatC,4
E350,MexV,3
E350,vatD,2
E350,vatE,12
E350,GES-11,1
E350,vatF,3
E350,vatG,5
E350,GES-13,1
E350,MexZ,1
E350,GES-14,1
E350,GES-15,1
E350,GES-16,1
E350,CMY-12,3
E350,ermA,5
E350,GES-17,1
E350,CMY-13,6
E350,ermB,10
E350,ermC,10
E350,ereA,10
E350,GES-19,1
E350,CMY-56,1
E350,ereB,2
E350,CMY-16,3
E350,ermE,2
E350,CMY-99,6
E350,ermF,7
E350,ermG,5
E350,truncated_putative_response_regulator_ArlR,526
E350,OXA-233,10
E350,SRT-1,1
E350,SRT-2,2
E350,bacterial_regulatory_protein_LuxR,40
E350,ermT,6
E350,efmA,2
E350,CMY-5,6
E350,CMY-6,3
E350,CMY-7,3
E350,ESP-1,2
E350,vanYA,3
E350,ADC-20,3
E350,ADC-21,3
E350,ADC-22,3
E350,ADC-23,3
E350,ADC-25,3
E350,cmeB,224
E350,Staphylococcus_mupA_conferring_resistance_to_mupirocin,42
E350,floR,54
E350,srmB,78
E350,GOB-18,2
E350,cystathionine_beta-lyase_patB,83
E350,major_facilitator_superfamily_transporter,57
E350,tet41,2
E350,golS,16
E350,tet44,28
E350,MCR-1,32
E350,GOB-1,2
E350,MCR-2,16
E350,MCR-3,15
E350,MCR-4,17
E350,MCR-5,18
E350,tolC,5
E350,OXA-663,11
E350,aph(3''')-III,5
E350,APH(3')-IX,1
E350,CTX-M-84,2
E350,LlmA_23S_ribosomal_RNA_methyltransferase,1
E350,class_A,36
E350,PBP-2X,102
E350,tlcC,90
E350,class_C,55
E350,CTX-M-48,2
E350,CTX-M-122,2
E350,APH(3')-Ia,1
E350,CTX-M-125,2
E350,linG,3
E350,mdfA,274
E350,CMY-118,7
E350,CMY-119,3
E350,OXA-31,2
E350,cmlA1,15
E350,oprA,11
E350,OXA-33,2
E350,OXA-74,8
E350,oprC,19
E350,ANT(6)-Ia,1
E350,cmlA4,15
E350,cmlA5,15
E350,cmlA6,15
E350,oprJ,131
E350,smeB,24
E350,LEN,11
E350,smeC,16
E350,oprM,257
E350,smeE,28
E350,oprN,161
E350,smeF,140
E350,two-component_system_response_regulator_EvgA,8
E350,baeR,80
E350,dfrA12,181
E350,baeS,76
E350,dfrA13,12
E350,dfrA14,31
E350,dfrA15,13
E350,dfrA17,5
E350,CRP,7
E350,TUS-1,1
E350,smeR,83
E350,smeS,67
E350,TEM-110,3
E350,Erm(47),1
E350,TEM-153,3
E350,TEM-112,3
E350,TEM-113,3
E350,TEM-196,3
E350,TEM-156,1
E350,TEM-157,3
E350,TEM-159,3
E350,QepA1,6
E350,QepA2,6
E350,mexA,84
E350,mexB,182
E350,mexC,38
E350,mepA,160
E350,KPC-4,3
E350,mexD,325
E350,mexE,250
E350,KPC-6,3
E350,mexF,436
E350,erm(34),1
E350,KPC-8,3
E350,aadA9,1
E350,mexH,38
E350,KPC-9,3
E350,mexI,25
E350,abcA,1
E350,AxyY,6
E350,mexM,1
E350,mexN,14
E350,tetB(60),23
E350,mexP,1
E350,mexQ,4
E350,dfrA1,61
E350,dfrA3,24
E350,mexT,128
E350,dfrA5,14
E350,mexW,188
E350,VEB-1b,4
E350,mexX,76
E350,dfrA8,16
E350,mexY,5
E350,AcrE,2
E350,AcrF,7
E350,PmrF,16
E350,TEM-72,3
E350,cfrC,22
E350,oqxA,2
E350,oqxB,13
E350,AcrS,2
E350,ICR-Mc,16
E350,OKP-A,7
E350,OKP-B,11
E350,MOX,2
E350,Moraxella_catarrhalis_M35,3
E350,dfrC,16
E350,GES-20,1
E350,GES,1
E350,dfrD,15
E350,GES-21,1
E350,TRU-1,1
E350,dfrE,9
E350,dfrF,6
E350,APH(3')-IIIa,1
E350,dfrG,15
E350,GES-24,1
E350,CMY-20,9
E350,CMY-21,3
E350,CMY-63,6
E350,arnA,630
E350,CMY-64,3
E350,dfrK,19
E350,ACT,12
E350,CMY-28,4
E350,CMY-29,6
E350,OXA-240,11
E350,OXA-246,11
E350,tetA,61
E350,tetB,14
E350,tetC,2
E350,efrA,47
E350,efrB,29
E350,lsa,681
E350,tetL,3
E350,tetM,442
E350,tetO,202
E350,tetP,199
E350,tetQ,155
E350,MuxA,1
E350,tetR,292
E350,MuxB,11
E350,tetS,37
E350,MuxC,23
E350,tetT,114
E350,tetW,661
E350,tetX,6
E350,Bacillus_subtilis_mprF,3
E350,ADC-75,3
E350,cmrA,15
E350,ADC-76,1
E350,aph(3'')-IV,2
E350,bicyclomycin-multidrug_efflux_protein_bcr,522
E350,ADC-77,3
E350,ADC-78,1
E350,ADC-79,3
E350,ADC-39,2
E350,qepA,24
E350,vanRI,77
E350,Streptococcus_agalactiae_mprF,4
E350,KPC,5
E350,carA,113
E350,DNA-binding_protein_H-NS,1
E350,carO,5
E350,APH(3')-VI,2
E350,myrA,10
E350,hmrM,2
E350,lrfA,7
E350,SHV-76,5
E350,Bacillus_Cluster_B_intrinsic_mph,1
E350,APH(3')-IIa,1
E350,cAMP-regulatory_protein,126
E350,mecR1,3
E350,NPS-1,1
E350,OXA-320,1
E350,FEZ-1,1
E350,emrA,544
E350,amrB,100
E350,emrB,510
E350,CTX-M-14,2
E350,emrD,4
E350,CTX-M-130,2
E350,emrE,242
E350,CTX-M-17,2
E350,OXA-368,8
E350,emrK,89
E350,tcmA,22
E350,mdsB,12
E350,APH(3')-VIII,1
E350,mdsC,13
E350,VEB-1,7
E350,VEB-2,4
E350,VEB-3,4
E350,VEB-4,4
E350,VEB-5,4
E350,emrY,2
E350,VEB-6,4
E350,VEB-7,4
E350,VEB-8,4
E350,VEB-9,2
E350,mel,35
E350,ANT(3'')-IIa,1
E350,ANT(3'')-IIb,1
E350,hp1181,10
E350,aad(6),1
E350,ANT(3'')-IIc,1
E350,Pseudomonas_aeruginosa_emrE,17
E350,chrB,10
E350,tetA(48),111
E350,LRA,16
E350,farA,6
E350,farB,6
E350,AQU-1,1
E350,MdtK,2
E350,dfrA20,13
E350,opcM,122
E350,dfrA21,20
E350,dfrA22,22
E350,MCR-1.2,32
E350,MCR-1.3,16
E350,MCR-1.4,16
E350,dfrA24,5
E350,YojI,20
E350,MCR-1.5,16
E350,dfrA25,11
E350,MCR-1.6,16
E350,MCR-1.7,16
E350,MCR-1.8,16
E350,dfrA29,9
E350,MCR-1.9,16
E350,mtrA,116
E350,mtrC,5
E350,mtrD,15
E350,mtrE,345
E350,lmrA,3
E350,Erm(44),3
E350,lmrB,2
E350,lmrC,49
E350,lmrD,50
E350,NmcR,13
E350,LCR-1,2
E350,mtrR,51
E350,aph(3')-VII,1
E350,PEDO-1,2
E350,PEDO-2,2
E350,lmrP,2
E350,CTX-M,15
E350,erm(39),1
E350,erm(35),1
E350,blaI,3
E350,bcrA,4657
E350,bcrC,2
E350,tet(K),2
E350,multidrug_ABC_transporter,4459
E350,BUT-1,1
E350,cipA,2
E350,PvrR,51
E350,otrA,31
E350,PSE-1,4
E350,otrC,22
E350,arr-4,1
E350,arr-5,1
E350,Clostridium_perfringens_mprF,1
E350,arr-7,1
E350,TEM-88,3
E350,arr-8,1
E350,PER,16
E350,Bacillus_Cluster_A_intrinsic_mph,1
E350,marR,325
E350,CARB,26
E350,aph(6)-I,25
E350,aph(3')-I,29
E350,vanA,91
E350,vanB,91
E350,vanC,113
E350,vanD,318
E350,vanE,16
E350,vanG,58
E350,vanH,518
E350,vanI,17
E350,CMY-34,4
E350,CPS-1,2
E350,SPG-1,1
E350,aph(3')-V,3
E350,vanL,5
E350,CMY-77,3
E350,vanM,2
E350,vanN,13
E350,optrA,90
E350,TEM-207,3
E350,OXA-251,11
E350,vanR,2428
E350,vanS,743
E350,vanT,84
E350,vanU,1
E350,OXA-256,11
E350,vanW,42
E350,ugd,14
E350,vanX,91
E350,vanY,68
E350,OXA-4,2
E350,acrA,310
E350,acrB,935
E350,tet(W/N/W),17
E350,acrD,3
E350,acrF,4
E350,cpxA,41
E350,ADC-80,2
E350,tetB(46),22
E350,sul1,55
E350,ADC-41,3
E350,sul2,313
E350,ADC-42,1
E350,sul3,36
E350,ADC-43,3
E350,sul4,19
E350,ykkC,80
E350,ADC-44,3
E350,ykkD,98
E350,MCR-1.10,16
E350,MCR-1.11,16
E350,vanWI,1
E350,MCR-1.12,16
E350,MCR-1.13,16
E350,vanKI,1
E350,kasugamycin_resistance_protein_ksgA,555
E350,rpoB2,42
E350,tetA(60),30
E350,cob(I)alamin_adenolsyltransferase,150
E350,cat_chloramphenicol_acetyltransferase,52
E350,TLA-1,3
E350,rifampin_monooxygenase,92
E350,TLA-2,3
E350,TLA-3,3
E350,oleB,84
E350,oleC,96
E350,antibiotic_resistance_rRNA_adenine_methyltransferase,15
E350,SHV-41,5
E350,eptA,17
E350,mphA,12
E350,CTX-M-21,2
E350,mphC,6
E350,mphD,2
E350,CTX-M-24,2
E350,mphE,1
E350,CTX-M-67,2
E350,mphG,2
E350,Burkholderia_pseudomallei_Omp38,14
E350,mphI,2
E350,CTX-M-102,2
E350,LpeB,8
E350,mdtA,301
E350,mdtB,725
E350,mdtC,487
E350,mdtD,267
E350,mdtE,52
E350,mdtF,81
E350,mdtG,25
E350,mdtH,11
E350,Salmonella,15
E350,mdtK,552
E350,mdtL,12
E350,mdtM,26
E350,mdtN,201
E350,mdtP,56
E353,lrfA,2
E353,tetB(60),3
E353,class_C,21
E353,CTX-M-51,2
E353,CTX-M-121,2
E353,bcr-1,1
E353,dfrA29,3
E353,CTX-M-122,2
E353,erm(31),1
E353,qacA,2
E353,qacB,7
E353,tlcC,15
E353,Bacillus_Cluster_B_intrinsic_mph,1
E353,vanTrL,2
E353,emrA,33
E353,mdtA,80
E353,OXA-74,1
E353,qacG,4
E353,mdtB,192
E353,emrB,103
E353,qacH,1
E353,Erm(44),1
E353,mdtC,75
E353,OXA-368,1
E353,mdtD,73
E353,emrE,18
E353,MCR-1.2,6
E353,cpxA,8
E353,mdtE,10
E353,patA,13
E353,MCR-1.3,3
E353,CTX-M-90,2
E353,CTX-M-160,2
E353,mdtF,7
E353,EmrB-QacA_family_major_facilitator_transporter,38
E353,MCR-1.4,3
E353,cmlA1,5
E353,CTX-M-148,2
E353,mdtG,14
E353,MCR-1.5,3
E353,MCR-1.6,3
E353,hp1181,3
E353,baeR,18
E353,poxtA,23
E353,MCR-1.7,3
E353,cmlA4,5
E353,otr(B),1
E353,tet41,3
E353,baeS,12
E353,MCR-1.10,3
E353,MCR-1.8,3
E353,cmlA5,5
E353,emrK,16
E353,NmcR,2
E353,mdtK,120
E353,MCR-1.9,3
E353,MCR-1.11,3
E353,Staphylococcys,2
E353,cmlA6,5
E353,mel,14
E353,MCR-1.12,3
E353,Pseudomonas_aeruginosa_emrE,1
E353,tet44,4
E353,MCR-1.13,3
E353,CTX-M-98,2
E353,mdtN,53
E353,bcrA,598
E353,chrB,1
E353,mdtP,6
E353,kasugamycin_resistance_protein_ksgA,125
E353,PBP-1A,98
E353,cat_chloramphenicol_acetyltransferase,6
E353,vanA,29
E353,PBP-1B,27
E353,cAMP-regulatory_protein,18
E353,vanB,29
E353,vanC,18
E353,OXA-1,4
E353,bpeF,12
E353,vanD,78
E353,vanHB,3
E353,lmrA,4
E353,vanE,5
E353,lsa,124
E353,OXA-4,4
E353,vanG,18
E353,lmrC,5
E353,OXA-233,1
E353,vanH,60
E353,lmrD,7
E353,vanI,5
E353,cmrA,1
E353,vanL,2
E353,OXA-251,1
E353,vanM,2
E353,vanN,3
E353,floR,105
E353,tcmA,16
E353,farA,1
E353,kdpE,10
E353,msrA,84
E353,mecA,12
E353,OXA-256,1
E353,Burkholderia_pseudomallei_Omp38,2
E353,mecB,3
E353,vanR,351
E353,otrA,5
E353,msrC,102
E353,mecC,2
E353,vanS,258
E353,rifampin_monooxygenase,13
E353,OXA,44
E353,norB,14
E353,vanT,11
E353,mecD,3
E353,otrC,4
E353,msrE,14
E353,TLA-1,1
E353,vatA,1
E353,TLA-2,1
E353,vanW,21
E353,aph(3')-I,1
E353,mecR1,7
E353,vatB,15
E353,TLA-3,1
E353,vanX,46
E353,vatC,4
E353,mphA,6
E353,vanY,7
E353,vatD,1
E353,vatE,16
E353,evgS,21
E353,mphC,3
E353,mexA,2
E353,acrA,53
E353,ykkC,16
E353,vatF,3
E353,smeB,5
E353,mexB,45
E353,mphD,1
E353,ykkD,10
E353,vatG,3
E353,acrB,228
E353,smeC,4
E353,mphE,1
E353,abeM,7
E353,acrD,1
E353,mexD,25
E353,cmeB,37
E353,smeE,9
E353,mphG,1
E353,mexE,18
E353,MCR-1,6
E353,dfrA12,42
E353,acrF,1
E353,MCR-2,3
E353,dfrA13,2
E353,smeF,33
E353,dfrA1,18
E353,mexF,94
E353,dfrA14,6
E353,tolC,1
E353,CTX-M-24,1
E353,Erm(37),1
E353,mphI,1
E353,tetA,92
E353,MCR-3,3
E353,salA,15
E353,tetB,23
E353,MCR-4,3
E353,dfrA15,6
E353,dfrA3,7
E353,VatI,3
E353,mexH,6
E353,abeS,1
E353,tetC,4
E353,MCR-5,2
E353,mexI,10
E353,rosB,179
E353,dfrA17,2
E353,oprC,3
E353,dfrA5,7
E353,efpA,4
E353,truncated_putative_response_regulator_ArlR,91
E353,CTX-M-111,2
E353,tlrB_conferring_tylosin_resistance,1
E353,TolC,99
E353,OprA,4
E353,blt,1
E353,major_facilitator_superfamily_transporter,34
E353,tetG,4
E353,dfrA8,2
E353,mexN,2
E353,MexJ,4
E353,MexK,8
E353,OXA-47,2
E353,tetJ,1
E353,MexL,2
E353,LRA,1
E353,CTX-M-130,2
E353,oprJ,39
E353,efrA,5
E353,basS,12
E353,OXA-140,2
E353,efrB,2
E353,ermA,4
E353,smeR,21
E353,CTX-M,14
E353,TriA,1
E353,ermB,1
E353,smeS,9
E353,mtrA,27
E353,tetM,59
E353,Staphylococcus_mupA_conferring_resistance_to_mupirocin,14
E353,OXA-142,2
E353,ermC,1
E353,RlmA(II),1
E353,oprM,69
E353,mexT,18
E353,mdsC,5
E353,TriC,7
E353,vanRI,13
E353,oprN,72
E353,tetO,8
E353,CTX-M-65,2
E353,ampC,1
E353,mtrD,3
E353,macA,101
E353,tetA(46),2
E353,tetP,31
E353,ErmB,2
E353,mtrE,77
E353,MexS,1
E353,mexW,48
E353,macB,1689
E353,tetQ,24
E353,CTX-M-67,2
E353,tetR,26
E353,mexX,24
E353,tetS,10
E353,vanTG,4
E353,lsaC,6
E353,MexV,2
E353,tetT,16
E353,arnA,226
E353,sdeY,1
E353,erm(34),1
E353,ICR-Mc,3
E353,marR,50
E353,lsaE,11
E353,clbA,4
E353,clbB,5
E353,tetA(48),19
E353,tetW,74
E353,tet32,17
E353,OXA-392,2
E353,multidrug_ABC_transporter,621
E353,carA,19
E353,clbC,6
E353,myrA,2
E353,dfrC,3
E353,CRP,1
E353,SRT-1,1
E353,tet36,6
E353,dfrD,4
E353,SRT-2,2
E353,erm(36),1
E353,dfrE,3
E353,vgaA,76
E353,dfrF,1
E353,bacterial_regulatory_protein_LuxR,7
E353,vgaB,22
E353,tet39,3
E353,dfrG,5
E353,OprZ,4
E353,arlS,3
E353,vgaD,13
E353,mdfA,70
E353,TaeA,26
E353,pmrA,8
E353,catB,38
E353,vgaE,15
E353,transcriptional_regulatory_protein_CpxR_cpxR,136
E353,dfrK,5
E353,OXA-663,1
E353,chloramphenicol_and_florfenicol_resistance,5
E353,tetB(46),4
E353,oleB,19
E353,antibiotic_resistance_rRNA_adenine_methyltransferase,4
E353,OXA-224,4
E353,hmrM,1
E353,srmB,14
E353,oleC,20
E353,QepA1,2
E353,sul2,69
E353,sul3,4
E353,QepA2,2
E353,cfrC,5
E353,OXA-240,1
E353,dfrA15b,3
E353,OXA-454,2
E353,Erm(30),1
E353,sul4,2
E353,PmrF,1
E353,qepA,8
E353,tetB(48),1
E353,adeC,13
E353,eptA,3
E353,OXA-246,2
E353,AxyY,2
E353,adeH,2
E353,penA,176
E353,Salmonella,5
E353,adeI,3
E353,adeJ,21
E353,YojI,1
E353,chloramphenicol_and_florfenicol_exporter,4
E353,adeK,4
E353,tcr3,1
E353,tetA(60),2
E353,PvrR,9
E353,tet(W/N/W),2
E353,opmE,1
E353,oqxB,3
E353,adeL,2
E353,adeN,1
E353,rpoB2,10
E353,rphA,3
E353,ompR,276
E353,OXA-10,2
E353,rphB,4
E353,msbA,15
E353,OXA-11,1
E353,adeR,9
E353,bicyclomycin-multidrug_efflux_protein_bcr,112
E353,catB3,3
E353,OpmH,1
E353,adeS,4
E353,OXA-14,1
E353,OXA-320,4
E353,OXA-16,2
E353,OXA-17,2
E353,ceoB,12
E353,puromycin_resistance_protein,4
E353,optrA,23
E353,OXA-31,2
E353,bacA,100
E353,dfrA20,4
E353,LpeB,3
E353,cystathionine_beta-lyase_patB,12
E353,dfrA21,5
E353,OXA-33,4
E353,dfrA22,6
E353,MuxA,1
E353,MuxB,2
E353,chloramphenicol_exporter,9
E353,dfrA24,1
E353,MuxC,2
E353,CTX-M-105,2
E353,dfrA25,4
E353,class_A,10
E356,aph(3'')-I,4
E356,OXA,171
E356,CMY-132,3
E356,chloramphenicol_and_florfenicol_resistance,7
E356,CMY-133,3
E356,OXA-10,6
E356,OXA-11,6
E356,bacA,492
E356,OXA-14,6
E356,chloramphenicol_exporter,48
E356,OXA-16,6
E356,OXA-17,3
E356,basS,21
E356,mycinamicin-resistance_protein_myrB,1
E356,kdpE,36
E356,lsaA,1
E356,lsaC,13
E356,TEM-171,3
E356,lsaE,19
E356,ADP-ribosylating_transferase_arr,5
E356,OXA-454,5
E356,OXA-142,3
E356,OpmB,4
E356,tlrB_conferring_tylosin_resistance,1
E356,OpmD,4
E356,OpmH,1
E356,mefA,200
E356,erm(36),2
E356,mefC,3
E356,mefE,1
E356,tet(L),2
E356,puromycin_resistance_protein,3
E356,abeM,3
E356,catII,1
E356,clbA,7
E356,clbB,5
E356,abeS,3
E356,clbC,11
E356,macA,257
E356,qacA,4
E356,macB,5673
E356,qacB,8
E356,rphA,5
E356,rphB,8
E356,TEM-17,1
E356,qacG,12
E356,transcriptional_regulatory_protein_CpxR_cpxR,407
E356,qacH,3
E356,vgaA,217
E356,vgaB,46
E356,vgaD,45
E356,vgaE,50
E356,lnuA,18
E356,lnuB,6
E356,lnuC,2
E356,lnuD,3
E356,EmrB-QacA_family_major_facilitator_transporter,48
E356,lnuE,2
E356,lnuF,2
E356,lnuG,2
E356,TEM-217,3
E356,OXA-224,2
E356,bpeF,63
E356,penA,284
E356,arlS,29
E356,efpA,2
E356,plasmid-encoded,2
E356,fosB,4
E356,otr(B),2
E356,ADC-12,1
E356,ADC-13,1
E356,VatI,8
E356,ADC-14,1
E356,ADC-15,1
E356,vanHB,15
E356,ErmB,4
E356,ADC-16,1
E356,ADC-17,1
E356,vanTG,12
E356,tet(42),1
E356,ADC-18,1
E356,ADC-19,1
E356,vanTrL,7
E356,TEM,25
E356,fosX,21
E356,cdeA,13
E356,catA,25
E356,catB,69
E356,ErmT,1
E356,catD,2
E356,catI,2
E356,dfrA15b,4
E356,catQ,1
E356,PBP-1A,274
E356,PBP-1B,71
E356,tet32,53
E356,tet34,9
E356,tet35,3
E356,tet36,26
E356,tet37,7
E356,tet39,3
E356,msrA,363
E356,msrC,192
E356,msbA,36
E356,msrE,31
E356,Erm(30),1
E356,ampC,1
E356,Escherichia_coli_mdfA,2
E356,CTX-M-110,2
E356,CTX-M-38,2
E356,evgS,105
E356,CTX-M-113,2
E356,adeA,9
E356,adeB,189
E356,adeC,32
E356,adeF,9
E356,aadA,22
E356,adeG,1
E356,adeH,6
E356,adeI,6
E356,aadE,5
E356,adeK,11
E356,adeL,9
E356,TriA,1
E356,TriC,14
E356,aadK,21
E356,adeR,49
E356,adeS,18
E356,TolC,147
E356,vanXYL,2
E356,tetA(46),28
E356,catB10,4
E356,RlmA(II),1
E356,ceoB,64
E356,rosA,60
E356,rosB,306
E356,aph(3')-IIb,4
E356,Staphylococcys,3
E356,opmD,8
E356,ADC-2,1
E356,opmE,3
E356,ADC-5,1
E356,ompF,92
E356,sdiA,25
E356,ompR,873
E356,salA,48
E356,APH(6)-Id,1
E356,Acinetobacter_baumannii_ampC_beta-lactamase,1
E356,Erm(42),2
E356,TEM-105,3
E356,KLUY-2,1
E356,OprA,10
E356,aadA25,1
E356,bcr-1,5
E356,mef(B),4
E356,sdeY,1
E356,DNA-binding_transcriptional_regulator_gadX,24
E356,vanYG1,1
E356,gadW,3
E356,gadX,3
E356,patA,33
E356,catB3,7
E356,patB,17
E356,mecA,235
E356,mecB,4
E356,mecC,6
E356,mecD,4
E356,mecI,2
E356,OprZ,6
E356,poxtA,63
E356,ANT(3'')-Ii-AAC(6')-IId,4
E356,catIII,2
E356,TaeA,81
E356,MexJ,9
E356,MexK,19
E356,MexL,1
E356,CTX-M-5,1
E356,MexS,3
E356,vatA,1
E356,vatB,22
E356,vatC,6
E356,MexV,1
E356,vatD,1
E356,vatE,24
E356,vatF,2
E356,vatG,8
E356,ermA,10
E356,ermB,18
E356,ereA,10
E356,ereB,2
E356,ermE,2
E356,ermG,4
E356,truncated_putative_response_regulator_ArlR,403
E356,OXA-233,3
E356,SRT-1,1
E356,SRT-2,2
E356,bacterial_regulatory_protein_LuxR,20
E356,ermT,3
E356,efmA,1
E356,CMY-7,3
E356,tetB(48),1
E356,ant(9)-I,1
E356,vanYA,3
E356,ADC-20,1
E356,ADC-21,1
E356,ADC-22,1
E356,ADC-23,1
E356,ADC-25,1
E356,cmeA,19
E356,cmeB,603
E356,cmeC,1
E356,Staphylococcus_mupA_conferring_resistance_to_mupirocin,36
E356,floR,10
E356,srmB,60
E356,cystathionine_beta-lyase_patB,226
E356,major_facilitator_superfamily_transporter,51
E356,tet40,3
E356,tet41,4
E356,golS,2
E356,tet44,16
E356,MCR-1,14
E356,MCR-2,7
E356,MCR-3,8
E356,MCR-4,8
E356,MCR-5,9
E356,tolC,2
E356,OXA-663,6
E356,OXA-392,2
E356,CTX-M-84,2
E356,class_A,55
E356,LlmA_23S_ribosomal_RNA_methyltransferase,5
E356,PBP-2X,112
E356,tlcC,65
E356,class_C,11
E356,CTX-M-48,2
E356,CTX-M-122,2
E356,APH(3')-Ia,1
E356,CTX-M-125,2
E356,linG,2
E356,mdfA,93
E356,aad(9),1
E356,cmlA1,4
E356,oprA,8
E356,OXA-74,3
E356,oprC,20
E356,ANT(6)-Ia,1
E356,cmlA4,4
E356,cmlA5,4
E356,cmlA6,4
E356,oprJ,109
E356,smeB,13
E356,smeC,11
E356,smeD,2
E356,smeE,9
E356,oprM,217
E356,oprN,71
E356,smeF,71
E356,two-component_system_response_regulator_EvgA,8
E356,baeR,55
E356,dfrA12,53
E356,baeS,64
E356,dfrA13,3
E356,dfrA14,11
E356,dfrA15,7
E356,dfrA17,5
E356,TUS-1,1
E356,CRP,1
E356,smeR,48
E356,smeS,42
E356,TEM-150,3
E356,Erm(47),1
E356,QepA1,1
E356,CfxA2,51
E356,QepA2,1
E356,CfxA3,4
E356,mexA,92
E356,mexB,58
E356,CfxA6,5
E356,mexC,38
E356,mepA,247
E356,mexD,212
E356,mexE,301
E356,mexF,552
E356,erm(34),2
E356,thiostrepton_resistance_methylase_tsnR,4
E356,mexI,29
E356,AxyY,2
E356,mexN,8
E356,tetB(60),30
E356,mexP,3
E356,mexQ,1
E356,dfrA1,25
E356,dfrA3,8
E356,mexT,36
E356,dfrA5,5
E356,mexW,152
E356,VEB-1b,6
E356,mexX,91
E356,dfrA8,3
E356,mexY,4
E356,AcrE,1
E356,AcrF,5
E356,PmrF,16
E356,cfrC,7
E356,TEM-33,3
E356,oqxA,7
E356,TEM-34,3
E356,oqxB,9
E356,AcrS,2
E356,ICR-Mc,8
E356,ramA,2
E356,dfrC,9
E356,dfrD,6
E356,dfrE,4
E356,dfrF,5
E356,dfrG,7
E356,CMY-21,3
E356,arnA,407
E356,dfrK,7
E356,CMY-28,3
E356,CMY-29,3
E356,OXA-240,6
E356,OXA-246,6
E356,tetA,77
E356,tetB,30
E356,tetC,4
E356,efrA,34
E356,tetD,4
E356,efrB,39
E356,tetH,5
E356,lsa,564
E356,tetJ,2
E356,tetM,424
E356,tetO,220
E356,tetP,128
E356,tetQ,130
E356,MuxA,1
E356,tetR,69
E356,MuxB,8
E356,tetS,40
E356,MuxC,12
E356,tetT,82
E356,tetW,565
E356,tetX,25
E356,ADC-75,1
E356,cmrA,9
E356,ADC-76,1
E356,ADC-77,1
E356,bicyclomycin-multidrug_efflux_protein_bcr,146
E356,ADC-79,1
E356,tet(40),1
E356,ADC-39,1
E356,qepA,4
E356,vanRI,81
E356,Serratia_marcescens_Omp1,4
E356,Klebsiella_pneumoniae_OmpK36,3
E356,Klebsiella_pneumoniae_OmpK37,3
E356,porin_OmpC,3
E356,carA,79
E356,DNA-binding_protein_H-NS,5
E356,myrA,3
E356,hmrM,3
E356,lrfA,2
E356,Bacillus_Cluster_B_intrinsic_mph,1
E356,APH(3')-IIa,1
E356,cAMP-regulatory_protein,18
E356,mecR1,46
E356,NPS-1,2
E356,OXA-320,2
E356,emrA,150
E356,amrB,65
E356,emrB,172
E356,CTX-M-14,2
E356,emrD,30
E356,CTX-M-130,2
E356,emrE,32
E356,CTX-M-17,2
E356,OXA-368,3
E356,emrK,41
E356,tcmA,18
E356,mdsA,3
E356,mdsB,10
E356,mdsC,13
E356,emrR,1
E356,VEB-1,13
E356,VEB-2,7
E356,VEB-3,7
E356,VEB-4,6
E356,emrY,3
E356,VEB-5,6
E356,VEB-6,6
E356,VEB-7,7
E356,VEB-8,5
E356,VEB-9,4
E356,mel,36
E356,hp1181,6
E356,aad(6),1
E356,Pseudomonas_aeruginosa_emrE,2
E356,chrB,3
E356,tetA(48),65
E356,LRA,1
E356,farA,1
E356,farB,1
E356,MdtK,2
E356,dfrA20,9
E356,opcM,100
E356,dfrA21,6
E356,dfrA22,7
E356,MCR-1.2,14
E356,MCR-1.3,7
E356,MCR-1.4,7
E356,YojI,20
E356,MCR-1.5,7
E356,dfrA25,5
E356,MCR-1.6,7
E356,MCR-1.7,7
E356,MCR-1.8,7
E356,dfrA29,4
E356,MCR-1.9,7
E356,mtrA,106
E356,blaR1,8
